Année réf,UAI,Etablissement de rattachement,Numéro de l'appel à candidatures,Section 1,Section 2,Section 3,Section 4,Section 5,Section 6,Date prise de fonction,Date ouverture candidature,Date cloture candidature,Profil appel à candidatures,Job profile,Research fiels EURAXESS,Localisation appel à candidatures,Quotité du poste,Etat du poste,Type du poste
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0910,7,,,,,,01/09/2025,20/01/2025,07/02/2025,,Traduction professionnelle,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0913,7,9,,,,,01/09/2025,20/01/2025,07/02/2025,,Littérature et langue françaises,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0914,7,,,,,,01/09/2025,20/01/2025,07/02/2025,,Didactique du Français Langue Etrangère et Seconde (DFLES),"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0915,11,,,,,,01/09/2025,20/01/2025,07/02/2025,,Linguistique et grammaire anglaise,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0916,14,,,,,,01/09/2025,20/01/2025,07/02/2025,,"Poste transversal. Compétences numériques et innovation pédagogique – Amérique hispanique : langue, civilisation et méthodologie. Analyse de l’image.","Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0918,71,,,,,,01/09/2025,20/01/2025,07/02/2025,,Anglais appliqué à la culture et aux médias,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0922-1,19,,,,,,01/09/2025,20/01/2025,07/02/2025,,Sociologie des médias et de la communication,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0922-2,22,,,,,,01/09/2025,20/01/2025,07/02/2025,,Histoire culturelle,"Other - 
",,M,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0923-1,18,71,,,,,01/09/2025,20/01/2025,07/02/2025,,Études cinématographiques et audiovisuelles,"Other - 
",,P,S,ATER
2025,0751719L,UNIVERSITE PARIS 3 (SORBONNE NOUVELLE),0923-2,18,,,,,,01/09/2025,20/01/2025,07/02/2025,,Etudes théâtrales,"Other - 
",,M,S,ATER
2025,0753237L,ENSAM,1,60,,,,,,01/04/2025,13/01/2025,27/01/2025,"Conception, éco-conception ","Design, eco-design ","Other - 
",,P,V,ATER
2025,0753237L,ENSAM,2,60,,,,,,01/04/2025,22/01/2025,31/01/2025,Mécanique – Génie mécanique,Mechanics – Mechanical Engineering,"Other - 
",CLUNY,P,V,ATER
2025,0753431X,I.E.P DE PARIS,DROIT,1,2,,,,,01/09/2025,19/03/2025,22/04/2025,"L'Ecole de droit, qui privilégie les approches globales, critiques et pluridisciplinaires du droit et de la pensée juridique. Maîtrise de l'anglais indispensable. Enseignements dispensés au sein du Collège universitaire (campus de Paris et campus en région).","Sciences Po Law School favours global, critical and pluridisciplinary approachs to the Law and legal thinking. The candidate is expected to teach in French and in English, at the College universitaire (in any of the campuses of Sciences Po).","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,ECO,5,,,,,,01/09/2025,19/03/2025,22/04/2025,"Econométrie, micro-économie, macro-économie, économie financière, finance de marchés.
Maîtrise de l'anglais indispensable.
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","Econometrics, microeconomics, macroeconomics, Financial macroeconomics, market finance. 
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire: campuses of Sciences Po. Courses can be taught at Master level","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,HISTOIRE,22,,,,,,01/09/2025,19/03/2025,22/04/2025,"Histoire contemporaine spécialités XIXème et XXème siècles.
Maîtrise de l'anglais indispensable. Capacité d'enseigner en anglais. Les enseignements auront lieu, selon les besoins, sur tous les campus de Sciences Po, à Paris ou en régions.","Contemporary History (XIX-XX centuries). 
Courses in French and/or English. Ability to teach in French and English. Teaching will take place, as required, on all Sciences Po campuses, in Paris or in the regions.","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,SCPOL_PC,4,,,,,,01/09/2025,19/03/2025,22/04/2025,"Spécialisé en politique comparée
Maîtrise de l'anglais indispensable
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","Specialised in comparative politics.
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire : campuses of Sciences Po. Courses can be taught at Master level.
","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,SCPOL_PG,4,,,,,,01/09/2025,19/03/2025,22/04/2025,"Profil général
Maîtrise de l'anglais indispensable
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","General profile
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire : campuses of Sciences Po. Courses can be taught at Master level.
","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,SCPOL_RI,4,,,,,,01/09/2025,19/03/2025,22/04/2025,"Spécialisé en relations internationales.
Maîtrise de l'anglais indispensable
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","Specialised in international relations.
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire : campuses of Sciences Po. Courses can be taught at Master level.
","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,SCPOL_TP,4,,,,,,01/09/2025,19/03/2025,22/04/2025,"Spécialisé en théorie politique
Maîtrise de l'anglais indispensable
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","Specialised in political theory.
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire : campuses of Sciences Po. Courses can be taught at Master level.
","Other - 
",,M,S,ATER
2025,0753431X,I.E.P DE PARIS,SOCIO,19,,,,,,01/09/2025,19/03/2025,22/04/2025,"Sociologie générale (Genre, inégalités, éducation, sociologie économique, social theory)
Maîtrise de l'anglais indispensable.
Enseignements dispensés majoritairement au niveau Bachelor sur les campus de province, voire niveau Master.","Solid knowledge in general sociology.
Courses in French and/or English. Courses are mainly taught at undergraduate level in College Universitaire: campuses of Sciences Po. Courses can be taught at Master level","Other - 
",,M,S,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,BIO_03,67,,,,,,01/09/2025,27/03/2025,24/04/2025,ATER en écologie,Graduate assistant in ecology,"Ecology - Environmental science
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,CERES_01,4,5,67,19,72,23,01/09/2025,27/03/2025,24/04/2025,"ATER en environnement, interface entre les systèmes bio-géo-physiques et les systèmes sociaux, et interdisciplinarité","Graduate assistant in environment, interface between bio-geo-physical systems and social systems, and interdisciplinarity","Global change - Environmental science
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,CERES_03,4,5,19,20,37,67,01/09/2025,27/03/2025,24/04/2025,ATER en approches interdisciplinaires et transdisciplinaires des transitions socio-écologiques,Graduate assistant in interdisciplinary and transdisciplinary approaches to socio-ecological transitions,"Global change - Environmental science
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,DSA_02,8,,,,,,01/09/2025,27/03/2025,24/04/2025,ATER de Latin,Graduate assistant of Latin,"Other - Literature
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,DSS_11,4,19,,,,,01/09/2025,27/03/2025,24/04/2025,ATER en sociologie du droit / science politique,Graduate assistant in in sociology of law / political science,"Political sciences - 
Other - Sociology
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,GEOG_03,23,24,,,,,01/09/2025,27/03/2025,24/04/2025,ATER en géographie humaine et/ou environnementale,Graduate assistant in human and/or environmental geography,"Human geography - Geography
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,GEOSC_04,35,36,37,,,,01/09/2025,27/03/2025,24/04/2025,ATER en géosciences,Graduate assistant in in geosciences,"Geology - Geosciences
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,LILA_03,9,,,,,,01/09/2025,27/03/2025,24/04/2025,ATER en littérature française,Graduate assistant in french literature,"European literature - Literature
",Paris,P,V,ATER
2025,0753455Y,ECOLE NORMALE SUPERIEURE DE PARIS,LILA_05,9,,,,,,01/09/2025,27/03/2025,24/04/2025,ATER en langue française et stylistique,Graduate assistant in in French language and stylistics,"Languages - Language sciences
",Paris,P,V,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_1,61,63,,,,,01/09/2025,03/03/2025,02/04/2025,Traitement du Signal et Télécommunications ,"Teaching in the field  digital signal processing and information theory.
Research on 6G wireless communication systems.
","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_10,72,36,,,,,01/09/2025,03/03/2025,02/04/2025,L’ATER « Sciences /Techniques / Société » au sein de l’EPN 16 produit une partie importante des enseignements de l’équipe et des diplômes STS (Certificat CC94 / Licence Pro LP157 / Master 2 MSIS) – son service est réparti sur 4 UE importantes,"The temporary Research assistant will be hold in Innovation department of the CNAM, field of technology & Sciences within economy and society/public understanding of science","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_11,6,,,,,,01/09/2025,19/03/2025,18/04/2025,"La personne recrutée contribuera aux formations du domaine « Innovation, Entreprise, Société » de l’équipe pédagogique innovation. Celles-ci regroupent plusieurs domaines d’enseignements, sur lesquels la personne sera positionnée plus précisément en fonction de son profil","The job requires teaching at a graduate level and researching foresight, innovation management and/or qualitative methodologies in social sciences.","Other - 
",,P,,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_2,63,,,,,,01/09/2025,03/03/2025,02/04/2025,Electrical Engineering,"Skills in electrical engineering, power electronics and energy management, to teach courses and practical works for degrees in electrical engineering.","Engineering - 
Technology - 
Physics - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_3,27,,,,,,01/09/2025,03/03/2025,02/04/2025,INFORMATIQUE,"Contractual (untenured) assistant professor position for 1 year having to
perform both teaching and research activity in computer science,
networks, operating systems, programming, databases and artificial
intelligence or optimization.","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_4,27,,,,,,01/09/2025,03/03/2025,02/04/2025,INFORMATIQUE,"Contractual (untenured) assistant professor position for 1 year having to
perform both teaching and research activity in computer science,
networks, operating systems, programming, databases and artificial
intelligence or optimization.
","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_5,26,,,,,,01/09/2025,03/03/2025,02/04/2025,"Probabilités, statistiques, analyse des données, apprentissage statistique ","Teaching, training, and research in statistics, data science, data mining and extreme values","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_6,26,,,,,,01/09/2025,03/03/2025,02/04/2025,"Probabilités, statistiques, analyse des données, apprentissage statistique ","Teaching, training, and research in statistics, data science, data mining and extreme values","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_7,35,36,,,,,01/09/2025,03/03/2025,02/04/2025,Sédimentologie marine,"Marine sedimentology, geochemistry
","Other - 
",,P,S,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_8,19,,,,,,01/09/2025,19/03/2025,18/04/2025,"Le/ la candidat·e enseignera dans les différents diplômes des
Sciences sociales du travail (EP N13) et du Tourisme et des loisirs
(EPN11) du Cnam. Il s’agit notamment d’enseignements de niveau
licence en socio-économie du travail ou du tourisme et en
méthodologie.","Economic sociology, sociology of labour, sociology of tourism,
lifestyles (Language: French)
- Courses in economic sociology, sociology of labour
(EPN13), sociology of tourism, lifestyles (EPN11)
Research in economic sociology, sociology of labour, sociology of
tourism, lifestyles","Other - 
Socio-economic research - Sociology
",,P,,ATER
2025,0753471R,CONSERVATOIRE NAT. DES ARTS ET METIERS,ATER_9,16,36,,,,,01/09/2025,03/03/2025,02/04/2025,"Il est attendu que le candidat contribue à des enseignements dans le domaine de la psychologie du travail-clinique de l’activité, notamment sur des enseignements de spécialité (cours « Psychodynamique du travail » et ceux du « Psychologue, le travail  et l’emploi) et de professionnalisation",The candidate will have to provide training in the field of work psychology and the analysis of Work activity and must have proven scientific experience in these disciplinary fields.,"Other - 
",,P,S,ATER
2025,0753488J,INALCO PARIS,1,15,,,,,,01/09/2025,31/03/2025,30/04/2025,Recrutement ATER au département des études japonaises,"The teaching assistant will teach Japanese language courses at the undergraduate level, as well as courses on Japanese civilization. A very good command of Japanese is required for this position.","Cultural studies - 
",,P,V,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER01,15,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER01,"Enseignement de la langue arabe : Traduction, Expression et compréhension, Pratique de la langue","Other - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER02,12,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER02,Allemand LEA,"Other - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER03,11,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER03,Anglais LEA,"Other - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER04,9,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER04,Littérature,"Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER05,11,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER05,Études anglophones - Langue et littérature anglaise,"Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER06,9,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER06,"Littérature française, littérature générale et comparée","Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER07,11,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER07,Métiers de l'écrit et des médias,"Communication sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER08,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER08,Historien médiéviste,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER09,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER09,Histoire Moderne,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER10,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER10,Histoire Moderne,"History - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER11,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER11,"Histoire contemporaine, XIXe-XXIe s.","History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER12,22,,,,,,01/10/2025,03/02/2025,24/02/2025,SUFLATER12,"Histoire contemporaine, XIXe-XXIe s.","History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER13,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER13,"Histoire contemporaine, XIXe-XXIe s.","History - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER14,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER14,"Enseignement en histoire contemporaine XIX°-XXI°, coordination de la préparation à l'agrégation","History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER15,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER15,Histoire des religions antiques,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER16,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER16,Histoire de l’Égypte ancienne,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER17,13,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER17,"Russe, Langue et civilisation ","History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER18,13,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER18,Littérature polonaise et civilisation centre-européenne ,"Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER19,13,,,,,,01/10/2025,03/02/2025,24/02/2025,SUFLATER19,Linguistique diachronique et synchronique du russe et des langues slaves ,"Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER20,13,,,,,,01/10/2025,03/02/2025,24/02/2025,SUFLATER20,"Traduction français-russe et interprétation russe-français, français-russe","Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER21,71,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER21,Sciences de l’information et de la communication,"Information science - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER22,8,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER22,Langue et littérature grecques,"Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER23,14,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER23,"Langue, littérature et culture italiennes","Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER24,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER24,Histoire de la philosophie ancienne,"Philosophy - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER25,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER25,Esthétique et philosophie de l’art,"Philosophy - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER26,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER26,Philosophie morale et politique,"Philosophy - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER27,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER27,Histoire de la philosophie moderne,"Philosophy - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER28,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER28,Philosophie,"Philosophy - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER29,17,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER29,Philosophie,"Philosophy - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER30,11,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER30,Etudes anglaises,"Other - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER31,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER31,Histoire de l’art et archéologie de l’Egypte ancienne ,"Art history - History
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER32,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER32,Histoire de l'art moderne,"Arts - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER33,22,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER33,Histoire de l’art contemporain,"Art history - History
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER34,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER34,Art et archéologie du monde islamique,"Other - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER35,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER35,Arts visuels du Moyen Âge occidental (XIIIe-XVe s),"Arts - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER36,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER36,Art et archéologie de l’Antiquité tardive et du haut Moyen Âge,"Cultural studies - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER37,23,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER37,"Géographie physique, humaine, économique et régionale ","Geography - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER38,23,,,,,,04/02/2026,03/02/2025,24/02/2025,SUFLATER38,"Géographie physique, humaine, économique et régionale","Geography - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER39,8,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER39,Langue et littérature latines,"Literature - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER40,12,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER40,"Langues, culture, littérature nordiques ","Cultural studies - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER41,12,,,,,,01/10/2025,03/02/2025,24/02/2025,SUFLATER41,Littérature allemande,"Literature - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER42,12,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER42,Linguistique allemande,"Language sciences - 
",Faculté des Lettres,P,S,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER43,12,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER43,Civilisation allemande,"History - 
",Faculté des Lettres,P,S,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER44,12,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER44,Littérature allemande,"Literature - 
",Faculté des Lettres,P,S,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER45,14,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER45,Espagnol - Niveau Licence,"Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER46,14,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER46,Espagnol - Niveaux Licence et Master,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER47,14,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER47,"Espagnol langue, littérature et civilisation ","Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER48,14,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER48,Espagnol arts visuels,"Arts - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER49,7,9,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER49,Langue française,"Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER50,7,9,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER50,Langue française,"Language sciences - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER51,18,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER51,Musique et Musicologie,"Arts - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER52,7,9,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER52,Didactique du français,"Language sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER53,16,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER53,Psychologie des apprentissages scolaires et psychologie du développement,"Psychological sciences - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER54,19,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER54,Sociologie,"Sociology - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER55,19,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER55,Sociologie – Méthode quantitative,"Sociology - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER56,19,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER56,Sociologie,"Sociology - 
",Faculté des Lettres,M,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER57,27,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER57,Informatique pour les Sciences Humaines,"Computer science - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFLATER58,21,,,,,,01/09/2025,03/02/2025,24/02/2025,SUFLATER58,Histoire romaine ,"History - 
",Faculté des Lettres,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFSATER01,11,,,,,,01/09/2025,03/02/2025,24/02/2025,Anglais scientifique et culture anglophone,Anglais scientifique et culture anglophone,"Biological sciences - 
",CAMPUS PIERRE ET MARIE CURIE,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFSATER02,25,,,,,,01/09/2025,03/02/2025,24/02/2025,Mathématiques fondamentales et interactions,Mathématiques fondamentales et interactions,"Mathematics - 
",CAMPUS PIERRE ET MARIE CURIE,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFSATER03,26,,,,,,01/09/2025,03/02/2025,24/02/2025,Mathématiques appliquées,Mathématiques appliquées,"Mathematics - 
",CAMPUS PIERRE ET MARIE CURIE,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFSATER04,27,,,,,,01/09/2025,03/02/2025,24/02/2025,INFORMATIQUE - ISUP,INFORMATIQUE - ISUP,"Computer science - 
",CAMPUS PIERRE ET MARIE CURIE,P,,ATER
2025,0755890V,UNIVERSITE SORBONNE UNIVERSITE,SUFSATER05,27,,,,,,01/09/2025,03/02/2025,24/02/2025,INFORMATIQUE,INFORMATIQUE,"Computer science - 
",CAMPUS PIERRE ET MARIE CURIE,P,,ATER
